full.code,unique_ind_id,hh_id,site_code,date,time_point,skip_eating_days,reduce_meals_days,hunt_days,gather_days,restrict_nonworkers,restrict_children,restrict_adults,limit_portions,send_beg,send_to_others,consume_stock,harvest_early,purchase_on_credit,borrow_food,less_preferred
N2.03.02.T11,N2.03.02,N2.03,N2,2023-04-22,T11,3,3,0,3,0,0,0,3,0,0,0,0,0,3,6
N2.04.01.T01,N2.04.01,N2.04,N2,2021-09-14,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N2.04.01.T02,N2.04.01,N2.04,N2,2021-12-10,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.04.01.T03,N2.04.01,N2.04,N2,2022-02-18,T03,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
N2.04.01.T04,N2.04.01,N2.04,N2,2022-05-02,T04,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0
N2.04.01.T05,N2.04.01,N2.04,N2,2022-06-14,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N2.04.01.T06,N2.04.01,N2.04,N2,2022-07-24,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.04.01.T07,N2.04.01,N2.04,N2,2022-09-13,T07,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N2.04.01.T08,N2.04.01,N2.04,N2,2022-11-10,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N2.04.01.T09,N2.04.01,N2.04,N2,2022-12-13,T09,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.04.01.T10,N2.04.01,N2.04,N2,2023-02-28,T10,2,5,0,0,0,0,0,6,0,0,0,1,1,1,7
N2.04.01.T11,N2.04.01,N2.04,N2,2023-04-21,T11,0,2,0,2,0,0,0,3,0,1,1,1,1,1,6
N2.05.02.T01,N2.05.02,N2.05,N2,2021-09-14,T01,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0
N2.05.01.T02,N2.05.01,N2.05,N2,2021-12-10,T02,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0
N2.05.01.T03,N2.05.01,N2.05,N2,2022-02-18,T03,0,3,0,0,2,0,2,2,0,0,0,0,0,0,3
N2.05.01.T04,N2.05.01,N2.05,N2,2022-05-02,T04,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0
N2.05.01.T05,N2.05.01,N2.05,N2,2022-06-14,T05,0,0,0,1,0,0,0,3,0,0,0,0,1,0,5
N2.05.02.T06,N2.05.02,N2.05,N2,2022-07-24,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N2.05.01.T07,N2.05.01,N2.05,N2,2022-09-13,T07,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N2.05.01.T08,N2.05.01,N2.05,N2,2022-11-09,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N2.05.01.T09,N2.05.01,N2.05,N2,2022-12-14,T09,4,5,0,5,0,0,0,7,0,0,0,0,2,0,5
N2.05.01.T10,N2.05.01,N2.05,N2,2023-02-28,T10,0,2,0,0,0,0,0,7,0,0,0,0,2,0,3
N2.05.02.T11,N2.05.02,N2.05,N2,2023-04-22,T11,0,4,0,2,0,0,0,3,0,0,0,0,0,0,3
N2.06.01.T01,N2.06.01,N2.06,N2,2021-09-14,T01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
N2.06.01.T02,N2.06.01,N2.06,N2,2021-12-10,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.06.01.T03,N2.06.01,N2.06,N2,2022-02-18,T03,0,0,0,0,0,2,0,4,0,0,0,0,0,0,5
N2.06.01.T04,N2.06.01,N2.06,N2,2022-05-02,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.06.01.T05,N2.06.01,N2.06,N2,2022-06-14,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N2.06.01.T06,N2.06.01,N2.06,N2,2022-07-24,T06,0,0,0,0,0,0,0,4,1,1,0,0,1,2,3
N2.06.01.T07,N2.06.01,N2.06,N2,2022-09-13,T07,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0
N2.06.01.T08,N2.06.01,N2.06,N2,2022-11-10,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N2.06.01.T09,N2.06.01,N2.06,N2,2022-12-13,T09,2,2,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.06.01.T10,N2.06.01,N2.06,N2,2023-03-01,T10,3,3,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.06.01.T11,N2.06.01,N2.06,N2,2023-04-21,T11,0,4,0,7,0,0,0,7,0,0,0,0,4,0,7
N2.07.01.T01,N2.07.01,N2.07,N2,2021-09-14,T01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N2.07.01.T02,N2.07.01,N2.07,N2,2021-12-10,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
N2.07.01.T03,N2.07.01,N2.07,N2,2022-02-18,T03,0,3,0,0,0,0,3,2,0,0,0,0,0,0,3
N2.07.01.T04,N2.07.01,N2.07,N2,2022-05-02,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.07.01.T05,N2.07.01,N2.07,N2,2022-06-14,T05,0,0,0,2,0,0,0,0,0,1,0,0,0,1,5
N2.07.01.T06,N2.07.01,N2.07,N2,2022-07-24,T06,0,0,0,0,1,0,0,3,0,1,0,0,0,2,6
N2.07.01.T07,N2.07.01,N2.07,N2,2022-09-13,T07,0,3,0,2,0,0,2,0,0,0,0,0,1,1,4
N2.07.01.T08,N2.07.01,N2.07,N2,2022-11-09,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N2.07.01.T09,N2.07.01,N2.07,N2,2022-12-13,T09,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.07.01.T10,N2.07.01,N2.07,N2,2023-02-28,T10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N2.07.01.T11,N2.07.01,N2.07,N2,2023-04-21,T11,0,3,0,4,0,2,0,7,0,0,0,0,0,0,7
N2.08.02.T01,N2.08.02,N2.08,N2,2021-09-14,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.08.01.T04,N2.08.01,N2.08,N2,2022-05-02,T04,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0
N2.08.02.T05,N2.08.02,N2.08,N2,2022-06-15,T05,0,0,0,4,0,0,0,3,0,0,0,0,0,0,5
N2.08.02.T06,N2.08.02,N2.08,N2,2022-07-25,T06,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4
N2.08.01.T08,N2.08.01,N2.08,N2,2022-11-09,T08,0,4,0,4,0,0,0,6,0,0,0,0,0,0,5
N2.08.02.T09,N2.08.02,N2.08,N2,2022-12-14,T09,0,4,0,4,0,0,0,7,0,0,0,0,0,0,4
N2.08.01.T10,N2.08.01,N2.08,N2,2023-02-28,T10,2,6,0,4,0,0,0,6,0,1,1,1,1,1,7
N2.08.01.T11,N2.08.01,N2.08,N2,2023-04-22,T11,0,3,0,5,0,0,0,7,0,0,0,0,2,0,4
N2.09.01.T01,N2.09.01,N2.09,N2,2021-09-14,T01,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
N2.09.01.T02,N2.09.01,N2.09,N2,2021-12-10,T02,0,4,0,0,0,0,0,0,0,0,0,0,3,2,0
N2.09.01.T03,N2.09.01,N2.09,N2,2022-02-18,T03,0,1,0,3,0,3,0,4,0,0,0,0,0,0,7
N2.09.01.T04,N2.09.01,N2.09,N2,2022-05-02,T04,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5
N2.09.01.T05,N2.09.01,N2.09,N2,2022-06-14,T05,0,3,0,4,0,0,0,4,0,0,0,0,2,1,7
N2.09.01.T06,N2.09.01,N2.09,N2,2022-07-24,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N2.09.01.T07,N2.09.01,N2.09,N2,2022-09-13,T07,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09.01.T08,N2.09.01,N2.09,N2,2022-11-10,T08,0,4,0,5,0,0,0,7,0,0,0,0,0,2,6
N2.09.01.T09,N2.09.01,N2.09,N2,2022-12-13,T09,0,5,0,6,0,0,0,7,0,0,0,0,4,0,6
N2.09.01.T10,N2.09.01,N2.09,N2,2023-02-28,T10,0,4,0,0,0,0,0,7,0,1,1,1,1,1,7
N2.09.01.T11,N2.09.01,N2.09,N2,2023-04-21,T11,0,0,4,7,0,0,0,7,0,0,0,0,4,0,7
N2.10.01.T01,N2.10.01,N2.10,N2,2021-09-15,T01,0,4,0,0,0,0,0,5,0,0,2,0,0,0,5
N2.10.01.T02,N2.10.01,N2.10,N2,2021-12-10,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.10.01.T03,N2.10.01,N2.10,N2,2022-02-18,T03,0,3,0,0,0,0,3,3,0,0,0,0,0,0,2
N2.10.01.T04,N2.10.01,N2.10,N2,2022-05-02,T04,0,5,0,0,0,0,0,7,0,0,0,0,2,0,0
N2.10.01.T05,N2.10.01,N2.10,N2,2022-06-15,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.10.01.T06,N2.10.01,N2.10,N2,2022-07-25,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N2.10.02.T07,N2.10.02,N2.10,N2,2022-09-13,T07,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3
N2.10.01.T08,N2.10.01,N2.10,N2,2022-11-10,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N2.10.01.T09,N2.10.01,N2.10,N2,2022-12-14,T09,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4
N2.10.01.T10,N2.10.01,N2.10,N2,2023-03-01,T10,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6
N2.10.01.T11,N2.10.01,N2.10,N2,2023-04-22,T11,0,0,0,7,0,0,0,7,0,0,0,0,4,0,5
N2.11.01.T01,N2.11.01,N2.11,N2,2021-09-14,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.11.01.T02,N2.11.01,N2.11,N2,2021-12-10,T02,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0
N2.11.01.T03,N2.11.01,N2.11,N2,2022-02-18,T03,0,0,0,0,2,0,3,4,0,0,0,0,0,0,5
N2.11.01.T04,N2.11.01,N2.11,N2,2022-05-02,T04,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0
N2.11.01.T05,N2.11.01,N2.11,N2,2022-06-15,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N2.11.01.T06,N2.11.01,N2.11,N2,2022-07-25,T06,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4
N2.11.02.T07,N2.11.02,N2.11,N2,2022-09-13,T07,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0
N2.11.02.T08,N2.11.02,N2.11,N2,2022-11-09,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N2.11.01.T09,N2.11.01,N2.11,N2,2022-12-14,T09,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.11.02.T10,N2.11.02,N2.11,N2,2023-03-01,T10,0,4,0,4,0,0,0,7,0,0,0,0,1,1,7
N2.11.02.T11,N2.11.02,N2.11,N2,2023-04-22,T11,0,3,0,7,6,0,0,7,0,0,0,0,1,0,4
N2.12.01.T01,N2.12.01,N2.12,N2,2021-09-14,T01,0,3,0,0,0,0,0,4,1,0,0,2,0,0,4
N2.12.01.T02,N2.12.01,N2.12,N2,2021-12-10,T02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
N2.12.01.T03,N2.12.01,N2.12,N2,2022-02-18,T03,2,2,0,0,0,0,0,0,0,0,0,2,5,0,2
N2.12.01.T04,N2.12.01,N2.12,N2,2022-05-02,T04,0,4,0,0,0,0,0,7,0,0,0,0,2,0,0
N2.12.01.T05,N2.12.01,N2.12,N2,2022-06-15,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
N2.12.01.T06,N2.12.01,N2.12,N2,2022-07-24,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
N2.12.01.T07,N2.12.01,N2.12,N2,2022-09-14,T07,0,2,0,4,0,0,0,3,0,0,0,0,0,0,4
N2.12.01.T08,N2.12.01,N2.12,N2,2022-11-10,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N2.12.02.T09,N2.12.02,N2.12,N2,2022-12-14,T09,0,3,0,4,0,0,0,7,0,0,0,0,3,0,4
N2.12.01.T10,N2.12.01,N2.12,N2,2023-03-01,T10,0,4,0,5,0,0,0,7,0,0,0,0,1,0,5
N2.12.02.T11,N2.12.02,N2.12,N2,2023-04-22,T11,3,6,0,5,0,0,0,6,0,0,1,1,1,1,5
N2.13.02.T01,N2.13.02,N2.13,N2,2021-09-14,T01,0,3,0,0,0,0,0,5,0,0,0,0,1,0,7
N2.13.01.T02,N2.13.01,N2.13,N2,2021-12-11,T02,1,2,0,1,2,2,2,2,0,0,0,0,0,0,6
N2.13.01.T03,N2.13.01,N2.13,N2,2022-02-18,T03,0,4,0,1,0,0,0,4,0,0,0,0,0,0,6
N2.13.01.T04,N2.13.01,N2.13,N2,2022-05-02,T04,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3
N2.13.01.T05,N2.13.01,N2.13,N2,2022-06-15,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
N2.13.01.T06,N2.13.01,N2.13,N2,2022-07-24,T06,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4
N2.13.01.T07,N2.13.01,N2.13,N2,2022-09-13,T07,5,5,0,0,0,0,0,0,0,0,0,7,0,0,0
N2.13.01.T08,N2.13.01,N2.13,N2,2022-11-09,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N2.13.01.T09,N2.13.01,N2.13,N2,2022-12-13,T09,0,4,0,3,0,0,0,7,0,0,0,0,3,0,3
N2.13.01.T11,N2.13.01,N2.13,N2,2023-04-21,T11,0,4,0,7,0,0,0,7,0,0,0,0,3,0,7
N2.14.01.T01,N2.14.01,N2.14,N2,2021-09-14,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.14.01.T02,N2.14.01,N2.14,N2,2021-12-10,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.14.01.T03,N2.14.01,N2.14,N2,2022-02-18,T03,4,4,0,0,0,0,0,0,0,0,0,4,0,0,4
N2.14.01.T04,N2.14.01,N2.14,N2,2022-05-03,T04,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0
N2.14.01.T06,N2.14.01,N2.14,N2,2022-07-25,T06,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
N2.14.01.T07,N2.14.01,N2.14,N2,2022-09-13,T07,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N2.14.01.T08,N2.14.01,N2.14,N2,2022-11-10,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N2.14.01.T10,N2.14.01,N2.14,N2,2023-03-02,T10,0,5,0,0,0,0,0,7,0,0,0,0,0,0,2
N2.14.01.T11,N2.14.01,N2.14,N2,2023-04-22,T11,3,0,1,6,0,0,0,7,0,0,1,1,1,1,7
N2.15.01.T01,N2.15.01,N2.15,N2,2021-09-14,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.15.01.T02,N2.15.01,N2.15,N2,2021-12-10,T02,1,0,0,0,0,3,0,2,0,0,0,0,0,0,4
N2.15.01.T03,N2.15.01,N2.15,N2,2022-02-18,T03,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
N2.15.01.T04,N2.15.01,N2.15,N2,2022-05-02,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
N2.15.01.T05,N2.15.01,N2.15,N2,2022-06-15,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.15.01.T06,N2.15.01,N2.15,N2,2022-07-25,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.15.01.T07,N2.15.01,N2.15,N2,2022-09-13,T07,0,2,0,3,0,0,0,0,0,1,0,0,1,0,4
N2.15.01.T08,N2.15.01,N2.15,N2,2022-11-10,T08,2,2,0,7,0,0,0,0,0,0,0,0,0,0,7
N2.15.01.T09,N2.15.01,N2.15,N2,2022-12-13,T09,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.15.01.T10,N2.15.01,N2.15,N2,2023-02-28,T10,0,3,0,3,0,0,0,0,0,0,0,1,1,1,7
N2.15.01.T11,N2.15.01,N2.15,N2,2023-04-22,T11,2,4,0,3,1,0,0,6,0,0,0,0,0,0,5
N2.16.01.T01,N2.16.01,N2.16,N2,2021-09-14,T01,0,5,0,0,0,3,0,6,0,0,2,0,0,0,7
N2.16.02.T02,N2.16.02,N2.16,N2,2021-12-10,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.16.01.T03,N2.16.01,N2.16,N2,2022-02-18,T03,0,0,0,0,2,0,0,2,0,0,0,2,0,1,7
N2.16.01.T04,N2.16.01,N2.16,N2,2022-05-02,T04,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3
N2.16.01.T05,N2.16.01,N2.16,N2,2022-06-15,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N2.16.01.T06,N2.16.01,N2.16,N2,2022-07-25,T06,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
N2.16.01.T07,N2.16.01,N2.16,N2,2022-09-13,T07,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0
N2.16.02.T08,N2.16.02,N2.16,N2,2022-11-09,T08,3,7,0,3,0,0,0,0,0,0,0,0,0,0,7
N2.16.02.T09,N2.16.02,N2.16,N2,2022-12-13,T09,0,5,0,4,0,0,0,7,0,0,0,0,0,0,4
N2.16.01.T10,N2.16.01,N2.16,N2,2023-02-28,T10,0,2,0,0,0,0,0,7,0,0,0,0,2,0,1
N2.16.01.T11,N2.16.01,N2.16,N2,2023-04-21,T11,3,3,0,6,0,0,0,4,0,0,0,0,0,0,6
N2.17.01.T01,N2.17.01,N2.17,N2,2021-09-14,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.17.01.T02,N2.17.01,N2.17,N2,2021-12-10,T02,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1
N2.17.01.T03,N2.17.01,N2.17,N2,2022-02-19,T03,0,6,0,2,0,0,0,5,0,0,0,0,0,0,6
N2.17.02.T04,N2.17.02,N2.17,N2,2022-05-03,T04,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5
N2.17.01.T05,N2.17.01,N2.17,N2,2022-06-15,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.17.01.T06,N2.17.01,N2.17,N2,2022-07-24,T06,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
N2.17.02.T07,N2.17.02,N2.17,N2,2022-09-14,T07,0,2,0,3,0,0,0,0,0,0,0,0,1,1,5
N2.17.01.T08,N2.17.01,N2.17,N2,2022-11-10,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N2.17.02.T09,N2.17.02,N2.17,N2,2022-12-14,T09,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.17.01.T10,N2.17.01,N2.17,N2,2023-02-28,T10,0,6,1,5,0,0,0,4,0,0,1,1,1,1,7
N2.17.01.T11,N2.17.01,N2.17,N2,2023-04-22,T11,0,3,0,7,0,0,0,7,0,0,0,0,2,0,5
N2.18.01.T01,N2.18.01,N2.18,N2,2021-09-15,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.18.02.T02,N2.18.02,N2.18,N2,2021-12-10,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.18.01.T03,N2.18.01,N2.18,N2,2022-02-18,T03,0,2,0,0,0,0,3,3,0,0,0,0,0,0,3
N2.18.01.T04,N2.18.01,N2.18,N2,2022-05-02,T04,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0
N2.18.01.T05,N2.18.01,N2.18,N2,2022-06-15,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.18.02.T06,N2.18.02,N2.18,N2,2022-07-25,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.18.01.T07,N2.18.01,N2.18,N2,2022-09-13,T07,0,2,0,1,0,0,0,2,0,0,0,0,2,0,3
N2.18.01.T08,N2.18.01,N2.18,N2,2022-11-10,T08,1,0,0,4,0,0,0,7,0,0,0,0,0,0,6
N2.18.01.T09,N2.18.01,N2.18,N2,2022-12-14,T09,0,4,0,5,0,0,0,7,0,0,0,0,0,0,7
N2.18.01.T10,N2.18.01,N2.18,N2,2023-02-28,T10,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0
N2.18.01.T11,N2.18.01,N2.18,N2,2023-04-22,T11,1,1,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.19.01.T01,N2.19.01,N2.19,N2,2021-09-14,T01,0,5,0,0,0,0,0,5,0,0,0,0,2,0,7
N2.19.02.T02,N2.19.02,N2.19,N2,2021-12-10,T02,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0
N2.19.01.T03,N2.19.01,N2.19,N2,2022-02-18,T03,0,4,0,3,0,0,4,4,0,0,0,3,0,0,6
N2.19.02.T05,N2.19.02,N2.19,N2,2022-06-15,T05,0,3,0,3,0,0,0,2,0,0,0,0,0,1,5
N2.19.01.T06,N2.19.01,N2.19,N2,2022-07-24,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N2.19.02.T07,N2.19.02,N2.19,N2,2022-09-14,T07,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.19.02.T08,N2.19.02,N2.19,N2,2022-11-10,T08,2,4,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.19.02.T09,N2.19.02,N2.19,N2,2022-12-14,T09,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.19.01.T10,N2.19.01,N2.19,N2,2023-03-01,T10,3,4,0,6,0,0,0,7,0,0,0,0,4,0,6
N2.19.02.T11,N2.19.02,N2.19,N2,2023-04-22,T11,4,5,0,3,0,0,0,6,0,0,0,0,0,0,6
N2.20.02.T01,N2.20.02,N2.20,N2,2021-09-14,T01,0,3,0,0,0,0,0,7,0,0,0,0,0,0,7
N2.20.02.T02,N2.20.02,N2.20,N2,2021-12-10,T02,0,0,0,1,2,2,4,3,0,0,0,0,0,0,7
N2.20.01.T03,N2.20.01,N2.20,N2,2022-02-18,T03,0,0,0,0,0,2,0,3,0,0,0,2,0,0,6
N2.20.01.T04,N2.20.01,N2.20,N2,2022-05-02,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.20.02.T05,N2.20.02,N2.20,N2,2022-06-14,T05,0,0,0,0,0,0,0,3,0,0,0,2,0,0,6
N2.20.01.T06,N2.20.01,N2.20,N2,2022-07-24,T06,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5
N2.20.02.T07,N2.20.02,N2.20,N2,2022-09-13,T07,0,2,0,3,0,0,0,4,0,0,0,0,2,0,4
N2.20.02.T08,N2.20.02,N2.20,N2,2022-11-09,T08,1,1,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.20.02.T09,N2.20.02,N2.20,N2,2022-12-14,T09,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.20.01.T10,N2.20.01,N2.20,N2,2023-02-28,T10,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.20.01.T11,N2.20.01,N2.20,N2,2023-04-21,T11,0,3,0,7,0,0,0,7,0,0,0,0,4,0,7
N2.21.01.T01,N2.21.01,N2.21,N2,2021-09-14,T01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7
N2.21.01.T02,N2.21.01,N2.21,N2,2021-12-10,T02,0,0,0,2,2,0,2,3,0,0,0,0,0,0,6
N2.21.01.T03,N2.21.01,N2.21,N2,2022-02-18,T03,2,3,0,0,0,0,3,3,0,0,0,0,0,0,3
N2.21.01.T04,N2.21.01,N2.21,N2,2022-05-02,T04,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3
N2.21.01.T05,N2.21.01,N2.21,N2,2022-06-14,T05,0,2,0,3,0,0,0,4,0,0,0,1,0,0,5
N2.21.01.T06,N2.21.01,N2.21,N2,2022-07-24,T06,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5
N2.21.01.T07,N2.21.01,N2.21,N2,2022-09-13,T07,0,2,0,3,0,0,0,0,0,0,0,0,0,0,4
N2.21.01.T08,N2.21.01,N2.21,N2,2022-11-10,T08,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7
N2.21.01.T09,N2.21.01,N2.21,N2,2022-12-14,T09,1,5,0,4,0,0,0,7,0,0,0,0,3,0,3
N2.21.01.T10,N2.21.01,N2.21,N2,2023-02-28,T10,2,2,0,0,0,0,0,0,0,1,1,1,1,1,6
N2.21.01.T11,N2.21.01,N2.21,N2,2023-04-22,T11,0,4,0,5,0,0,0,7,0,0,0,0,3,0,5
N2.22.01.T01,N2.22.01,N2.22,N2,2021-09-14,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.22.03.T02,N2.22.03,N2.22,N2,2021-12-11,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.22.01.T03,N2.22.01,N2.22,N2,2022-02-18,T03,0,3,0,0,0,0,2,2,0,0,0,0,0,0,7
N2.22.01.T04,N2.22.01,N2.22,N2,2022-05-02,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.22.02.T05,N2.22.02,N2.22,N2,2022-06-14,T05,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3
N2.22.01.T06,N2.22.01,N2.22,N2,2022-07-24,T06,0,2,0,1,0,0,1,4,2,1,0,0,3,0,5
N2.22.01.T07,N2.22.01,N2.22,N2,2022-09-13,T07,0,0,0,2,0,0,0,2,0,0,0,0,3,0,4
N2.22.01.T08,N2.22.01,N2.22,N2,2022-11-09,T08,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.22.02.T09,N2.22.02,N2.22,N2,2022-12-13,T09,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.22.01.T10,N2.22.01,N2.22,N2,2023-03-01,T10,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.22.02.T11,N2.22.02,N2.22,N2,2023-04-21,T11,0,5,0,6,0,0,0,6,0,0,0,0,5,0,6
N2.23.01.T01,N2.23.01,N2.23,N2,2021-09-15,T01,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0
N2.23.03.T02,N2.23.03,N2.23,N2,2021-12-11,T02,0,2,0,0,0,0,0,0,2,1,0,0,3,0,0
N2.23.03.T03,N2.23.03,N2.23,N2,2022-02-18,T03,4,4,0,0,0,0,3,3,0,0,0,0,0,0,7
N2.23.04.T04,N2.23.04,N2.23,N2,2022-05-02,T04,0,6,0,5,0,0,0,7,0,0,1,2,0,0,5
N2.23.01.T05,N2.23.01,N2.23,N2,2022-06-16,T05,0,0,0,2,0,0,0,3,2,0,0,0,0,0,5
N2.23.04.T06,N2.23.04,N2.23,N2,2022-07-25,T06,0,2,0,0,0,0,0,4,1,0,0,0,2,0,5
N2.23.04.T07,N2.23.04,N2.23,N2,2022-09-13,T07,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7
N2.23.03.T08,N2.23.03,N2.23,N2,2022-11-10,T08,0,0,0,7,1,0,0,7,0,0,0,0,0,0,6
N2.23.04.T09,N2.23.04,N2.23,N2,2022-12-14,T09,5,5,0,7,0,0,0,7,0,0,0,0,0,0,7
N2.23.03.T10,N2.23.03,N2.23,N2,2023-02-28,T10,5,6,0,0,0,0,0,7,0,4,0,0,0,0,7
